LineId,Content,EventId,EventTemplate
374,Downward infrared sensor failure. Land as soon as possible.,308,Downward infrared sensor failure. Land as soon as possible.
375,Downward sensor error. Aircraft unstable at low altitude. Please fly with caution.,132,Downward sensor error. Aircraft unstable at low altitude. Please fly with caution.
376,Downward vision sensor calibration error. Auto calibration in progress (Code: 180003).,492,Downward vision sensor calibration error. Auto calibration in progress (Code: 180003).
377,Drag a box around or tap a target on screen. Then tap Go.,293,Drag a box around or tap a target on screen. Then tap Go.
378,Ensure control sticks are centered during takeoff (Code: 30138).,264,Ensure control sticks are centered during takeoff (Code: 30138).
379,Entered Cruise Control mode. Press C1 or C2 to exit.,199,Entered Cruise Control mode. Press C1 or C2 to exit.
380,Error: Course angle control error. Please ensure the propellers are installed on the correct motors.,216,Error: Course angle control error. Please ensure the propellers are installed on the correct motors.
381,Excessive gimbal vibration. Check whether gimbal can rotate freely (Code: 40004).,28,Excessive gimbal vibration. Check whether gimbal can rotate freely (Code: 40004).
382,Executing waypoint mission.,386,Executing waypoint mission.
383,Exited Cruise Control mode.,322,Exited Cruise Control mode.
384,Exited Hyperlapse mode.,333,Exited Hyperlapse mode.
385,Extra payload detected. Max altitude and distance set. Fly with caution (Code: 30232).,546,Extra payload detected. Max altitude and distance set. Fly with caution (Code: 30232).
386,Extra payload detected. Return aircraft to an area nearby the home point promptly and fly in a wind-free environment to ensure flight safety (Code: 30232).,67,Extra payload detected. Return aircraft to an area nearby the home point promptly and fly in a wind-free environment to ensure flight safety (Code: 30232).
387,Failed to cancel Return to Home.,87,Failed to cancel Return to Home.
388,Failed to lower or pack up landing gear. Take care of your gimbal when landing.,221,Failed to lower or pack up landing gear. Take care of your gimbal when landing.
389,Failed to take off. Check the USB connection with aircraft. Contact DJI Support if this error persists after restarting.,167,Failed to take off. Check the USB connection with aircraft. Contact DJI Support if this error persists after restarting.
390,Flight altitude exceeds nnn. May violate local policies and regulations. Ensure you have obtained proper airspace authorization.,185,Flight altitude exceeds nnn. May violate local policies and regulations. Ensure you have obtained proper airspace authorization.
391,"Flight control mode error, cannot start recording QuickShot.",168,"Flight control mode error, cannot start recording QuickShot."
392,Flight distance may exceed line-of-sight. Fly with caution.,313,Flight distance may exceed line-of-sight. Fly with caution.
393,Flight height too low.,138,Flight height too low.
394,Flight mode configuration: A/P/S. Current flight mode: RTK.,276,Flight mode configuration: A/P/S. Current flight mode: RTK.
395,Fly with caution. Compass abnormal. Solution: 1. Ensure there are no magnets or metal objects near the aircraft. The ground or walls may contain metal. Move away from sources of interference before attempting flight.,426,Fly with caution. Compass abnormal. Solution: 1. Ensure there are no magnets or metal objects near the aircraft. The ground or walls may contain metal. Move away from sources of interference before attempting flight.
396,Forward vision sensor calibration error. Auto calibration in progress (Code: 180001).,320,Forward vision sensor calibration error. Auto calibration in progress (Code: 180001).
397,Forward vision sensor error. Contact DJI Support for assistance (Code: 180018).,39,Forward vision sensor error. Contact DJI Support for assistance (Code: 180018).
398,GEO Zone Info: The target area is in an Altitude Zone. Flight altitude restricted to nnn.,299,GEO Zone Info: The target area is in an Altitude Zone. Flight altitude restricted to nnn.
399,Gimbal calibrating (Code: 30217).,150,Gimbal calibrating (Code: 30217).
400,Gimbal motor overloaded. Check whether gimbal can rotate freely (Code: 40003).,547,Gimbal motor overloaded. Check whether gimbal can rotate freely (Code: 40003).
401,Gimbal Roll Limit Reached.,384,Gimbal Roll Limit Reached.
402,Gimbal stuck. Check whether gimbal lock is removed and ensure gimbal can rotate freely (Code: 40002).,104,Gimbal stuck. Check whether gimbal lock is removed and ensure gimbal can rotate freely (Code: 40002).
403,GPS module error. Restart aircraft (Code: 30049).,342,GPS module error. Restart aircraft (Code: 30049).
404,GPS signal low. Aircraft unable to auto hover and takeoff restricted. Move to environment with adequate light. Unlocking takeoff restrictions not recommended (Code: 30239).,357,GPS signal low. Aircraft unable to auto hover and takeoff restricted. Move to environment with adequate light. Unlocking takeoff restrictions not recommended (Code: 30239).
405,GPS signal weak. Fly with caution. Aircraft in Altitude Zone. Max altitude set to nnn (Code: 30014).,378,GPS signal weak. Fly with caution. Aircraft in Altitude Zone. Max altitude set to nnn (Code: 30014).
406,Gyroscope initialization failed. Restart aircraft (Code: 30045).,355,Gyroscope initialization failed. Restart aircraft (Code: 30045).
407,"High-altitude flight, aircraft braking distance is extended, flight time is shortened. Fly with caution (Code: 30238).",55,"High-altitude flight, aircraft braking distance is extended, flight time is shortened. Fly with caution (Code: 30238)."
408,Home point updated.,166,Home point updated.
409,Impact detected. Aircraft stopped. Restart aircraft (Code: 30236).,13,Impact detected. Aircraft stopped. Restart aircraft (Code: 30236).
410,IMU attitude restricted. Ensure aircraft is level (Code: 30082).,220,IMU attitude restricted. Ensure aircraft is level (Code: 30082).
411,IMU calibration required. Calibrate IMU (Code: 30050).,100,IMU calibration required. Calibrate IMU (Code: 30050).
412,IMU not calibrated. Calibrate IMU (Code: 30055).,100,IMU not calibrated. Calibrate IMU (Code: 30055).
413,IMU warming up. Wait before taking off (Code: 30072).,190,IMU warming up. Wait before taking off (Code: 30072).
414,Incompatible firmware version. Go to Profile > Settings to update firmware (Code: 30224).,251,Incompatible firmware version. Go to Profile > Settings to update firmware (Code: 30224).
415,Landing Protection Activated. Aircraft will decelerate during landing.,258,Landing Protection Activated. Aircraft will decelerate during landing.
416,Lighting environment too dark. Vision System unavailable. Fly with caution (Code: 180037).,14,Lighting environment too dark. Vision System unavailable. Fly with caution (Code: 180037).
417,Live stream video frame rate less than 9Hz. Fly with caution.,271,Live stream video frame rate less than 9Hz. Fly with caution.
418,Loading database failed. Geo-awareness function degraded (Code: 1B070002).,147,Loading database failed. Geo-awareness function degraded (Code: 1B070002).
419,Low battery. Recharge promptly (Code: 30079).,548,Low battery. Recharge promptly (Code: 30079).
420,Manned aircraft too close. Fly at a safe altitude (Code: 30181).,35,Manned aircraft too close. Fly at a safe altitude (Code: 30181).
421,Min Waypoint Distance: nnn (nnn).,257,Min Waypoint Distance: nnn (nnn).
422,Mobile device CPU fully loaded. Related performance will be affected.,137,Mobile device CPU fully loaded. Related performance will be affected.
423,Motor is idling (lost or missing propeller).,467,Motor is idling (lost or missing propeller).
424,Motor nnn propeller detached or installed incorrectly (0x16080029).,427,Motor nnn propeller detached or installed incorrectly (0x16080029).
425,Motor Obstructed. Propulsion output is limited to ensure the health of the battery.,468,Motor Obstructed. Propulsion output is limited to ensure the health of the battery.
426,"Motor speed error. Land or return to home promptly. After powering off the aircraft, replace the propeller on the beeping ESC. If the issue persists, contact DJI Support (Code: 30246).",107,"Motor speed error. Land or return to home promptly. After powering off the aircraft, replace the propeller on the beeping ESC. If the issue persists, contact DJI Support (Code: 30246)."
427,Motors Started.,549,Motors Started.
428,Navigation system error. Restart aircraft (Code: 35008).,449,Navigation system error. Restart aircraft (Code: 35008).
429,Navigation system error. Restart aircraft (Code: 35009).,449,Navigation system error. Restart aircraft (Code: 35009).
430,Navigation system error. Restart aircraft (Code: 35014).,449,Navigation system error. Restart aircraft (Code: 35014).
431,Navigation system error. Restart aircraft (Code: 35015).,449,Navigation system error. Restart aircraft (Code: 35015).
432,Navigation system error. Restart aircraft (Code: 35024).,449,Navigation system error. Restart aircraft (Code: 35024).
433,Navigation system error. Restart aircraft (Code: 35061).,449,Navigation system error. Restart aircraft (Code: 35061).
434,Navigation system error. Restart aircraft (Code: 35103).,449,Navigation system error. Restart aircraft (Code: 35103).
435,Navigation system error. Restart aircraft (Code: 35104).,449,Navigation system error. Restart aircraft (Code: 35104).
436,Navigation system error. Restart aircraft (Code: 35112).,449,Navigation system error. Restart aircraft (Code: 35112).
437,Navigation system error. Restart aircraft (Code: 35123).,449,Navigation system error. Restart aircraft (Code: 35123).
438,Navigation system error. Restart aircraft (Code: 35147).,449,Navigation system error. Restart aircraft (Code: 35147).
439,Navigation system error. Restart aircraft (Code: 35149).,449,Navigation system error. Restart aircraft (Code: 35149).
440,No GPS signal. Aircraft unable to hover. Fly with caution (Code: 30008).,129,No GPS signal. Aircraft unable to hover. Fly with caution (Code: 30008).
441,No GPS signal. Unable to hover. Fly with caution (Code: 30007).,129,No GPS signal. Unable to hover. Fly with caution (Code: 30007).
442,No GPS signal. Unable to take off. Move to an open area or exit flight tutorial (Code: 30065).,236,No GPS signal. Unable to take off. Move to an open area or exit flight tutorial (Code: 30065).
443,No GPS. Return to Home failed. Return the aircraft to home manually (Code: 60016).,383,No GPS. Return to Home failed. Return the aircraft to home manually (Code: 60016).
444,"Not Allowed to change Aircraft Mode. If needed, enable it in Main Controller Settings.",32,"Not Allowed to change Aircraft Mode. If needed, enable it in Main Controller Settings."
445,Payload mode enabled. Max altitude and distance set. Fly with caution (Code: 30230).,105,Payload mode enabled. Max altitude and distance set. Fly with caution (Code: 30230).
446,Payload mode enabled. Max altitude set to nnn and max distance set to nnn to ensure flight safety (Code: 30230).,102,Payload mode enabled. Max altitude set to nnn and max distance set to nnn to ensure flight safety (Code: 30230).
447,Payload mode enabled. Return the aircraft to an area nearby the home point promptly to ensure flight safety (Code: 30229).,227,Payload mode enabled. Return the aircraft to an area nearby the home point promptly to ensure flight safety (Code: 30229).
448,Propeller guard or extra payload detected. Flight performance will be affected. Fly with caution.,502,Propeller guard or extra payload detected. Flight performance will be affected. Fly with caution.
449,Propeller rotating too fast. Wind resistance affected. Return to home and land promptly. Check whether propeller on beeping ESC is warped or damaged (Code: 30246).,388,Propeller rotating too fast. Wind resistance affected. Return to home and land promptly. Check whether propeller on beeping ESC is warped or damaged (Code: 30246).
450,Recharge promptly (Code: 120732).,195,Recharge promptly (Code: 120732).
451,Remote Controller Right Dial Locked. Lightly press it to adjust.,421,Remote Controller Right Dial Locked. Lightly press it to adjust.
452,Remote ID error. Connect to network to obtain mobile device location. Flying without broadcasting required remote ID messages may violate local regulations (Code: 1B080001).,425,Remote ID error. Connect to network to obtain mobile device location. Flying without broadcasting required remote ID messages may violate local regulations (Code: 1B080001).
453,Remote ID error. Connect to network to obtain mobile device location. Flying without broadcasting required remote ID messages may violate local regulations (Code: 30334).,425,Remote ID error. Connect to network to obtain mobile device location. Flying without broadcasting required remote ID messages may violate local regulations (Code: 30334).
454,Remote ID error. Contact DJI Support (Code: 1B080002).,128,Remote ID error. Contact DJI Support (Code: 1B080002).
455,Restart aircraft (Code: 35nnn).,374,Restart aircraft (Code: 35nnn).
456,Restart aircraft and DJI Fly (Code: 30226).,135,Restart aircraft and DJI Fly (Code: 30226).
457,RTH Altitude: nnn.,36,RTH Altitude: nnn.
458,RTK Base Station Data Not Received.,424,RTK Base Station Data Not Received.
459,RTK Base Station Data Not Received. Please make sure base station antenna is connected to the correct port.,424,RTK Base Station Data Not Received. Please make sure base station antenna is connected to the correct port.
460,Running Flight Simulator. Restart aircraft to take off (Code: 30086).,315,Running Flight Simulator. Restart aircraft to take off (Code: 30086).
461,SD card speed low. Change card (Code: 10028).,171,SD card speed low. Change card (Code: 10028).
462,"Sprayer turned OFF, spray rate was nnn liters/min.",1,"Sprayer turned OFF, spray rate was nnn liters/min."
463,"Sprayer turned OFF, sprayed nnn at nnn liters/min.",1,"Sprayer turned OFF, sprayed nnn at nnn liters/min."
464,Sprayer turned ON.,240,Sprayer turned ON.
465,Strong Interference to Aircraft. Signal interruption may be more likely. Fly with caution.,428,Strong Interference to Aircraft. Signal interruption may be more likely. Fly with caution.
466,Strong wind warning. Aircraft unable to fly stably. Lower altitude immediately and manually return to home (Code: 30149).,503,Strong wind warning. Aircraft unable to fly stably. Lower altitude immediately and manually return to home (Code: 30149).
467,Strong wind warning. Aircraft unable to return to home automatically. Lower altitude immediately and return to home manually (Code: 120596).,503,Strong wind warning. Aircraft unable to return to home automatically. Lower altitude immediately and return to home manually (Code: 120596).
468,Strong wind. Fly with caution (Code: 30149).,141,Strong wind. Fly with caution (Code: 30149).
469,Switched to gimbal free mode. Use the RC to control aircraft yaw.,184,Switched to gimbal free mode. Use the RC to control aircraft yaw.
470,TapFly Flight Ended. Landing Gear Lowered.,493,TapFly Flight Ended. Landing Gear Lowered.
471,Target lost. QuickShots stopped (Code: 800018).,398,Target lost. QuickShots stopped (Code: 800018).
472,Total sprayed: nnn L / gal. nnn / acres nnn / gal. per acre.,228,Total sprayed: nnn L / gal. nnn / acres nnn / gal. per acre.
473,Unable to take off (code: 110) (Code: 30064).,191,Unable to take off (code: 110) (Code: 30064).
474,Unable to take off (code: 12) (Code: 30064).,191,Unable to take off (code: 12) (Code: 30064).
475,Unable to take off (code: 15) (Code: 30064).,191,Unable to take off (code: 15) (Code: 30064).
476,Unknown error (code: 110). Cannot takeoff. Contact DJI support.,37,Unknown error (code: 110). Cannot takeoff. Contact DJI support.
477,"Unknown Error (code: 57), Cannot Takeoff. Contact DJI support.",37,"Unknown Error (code: 57), Cannot Takeoff. Contact DJI support."
478,Vision sensor error. Contact DJI Support for assistance (Code: 180031).,39,Vision sensor error. Contact DJI Support for assistance (Code: 180031).
479,Visual positioning inaccurate. Fly with caution (Code: 180032).,353,Visual positioning inaccurate. Fly with caution (Code: 180032).
480,Warning: Critically low battery. Please change the battery.,244,Warning: Critically low battery. Please change the battery.
481,Warning: Aircraft is less than nnn (minimum) away from the object below.,237,Warning: Aircraft is less than nnn (minimum) away from the object below.
482,Warning: Command Timeout.,245,Warning: Command Timeout.
483,Warning: Motor Overloaded. Aircraft will decelerate to ensure safety.,85,Warning: Motor Overloaded. Aircraft will decelerate to ensure safety.
484,Waypoint Mission Paused.,550,Waypoint Mission Paused.
485,Waypoint Mission Resumed.,20,Waypoint Mission Resumed.
486,Waypoint Mission Start.,21,Waypoint Mission Start.
487,Your aircraft is at the boundary of an Altitude Zone. Please fly away or land with caution.,504,Your aircraft is at the boundary of an Altitude Zone. Please fly away or land with caution.
488,"Detected forward shock, possible collision. Aircraft is pitching sharply backward.",387,"Detected forward shock, possible collision. Aircraft is pitching sharply backward."
489,"Detected backward shock, possible collision. Aircraft is pitching sharply forward.",551,"Detected backward shock, possible collision. Aircraft is pitching sharply forward."
490,"Detected side shock, possible collision. Aircraft is rolling sharply right.",175,"Detected side shock, possible collision. Aircraft is rolling sharply right."
491,"Detected side shock, possible collision. Aircraft is rolling sharply left.",175,"Detected side shock, possible collision. Aircraft is rolling sharply left."
492,Detected forward shock. Aircraft is pitching sharply backward.,387,Detected forward shock. Aircraft is pitching sharply backward.
493,"Exit Backward Obstacle Sensing system, Ambient Light is too weak.",5,"Exit Backward Obstacle Sensing system, Ambient Light is too weak."
494,"Exit Forward Obstacle Sensing system, Ambient Light is too weak.",5,"Exit Forward Obstacle Sensing system, Ambient Light is too weak."
495,"Exit Downward Obstacle Sensing system, Ambient Light is too weak.",5,"Exit Downward Obstacle Sensing system, Ambient Light is too weak."
496,"Exit Upward Obstacle Sensing system, Ambient Light is too weak.",5,"Exit Upward Obstacle Sensing system, Ambient Light is too weak."
497,Flight Mode Set to Attitude. Set the Flight Mode to P-mode to ensure flight safety.,123,Flight Mode Set to Attitude. Set the Flight Mode to P-mode to ensure flight safety.
498,Flight Mode Set to Atti. Set the Flight Mode to P-mode to ensure flight safety.,63,Flight Mode Set to Atti. Set the Flight Mode to P-mode to ensure flight safety.
499,Flight Mode Set to Attitude. Set the Flight Mode to GPS to ensure flight safety.,123,Flight Mode Set to Attitude. Set the Flight Mode to GPS to ensure flight safety.
500,Flight Mode Set to Atti. Set the Flight Mode to GPS to ensure flight safety.,63,Flight Mode Set to Atti. Set the Flight Mode to GPS to ensure flight safety.
501,"Ambient Light too Weak, Vision Positioning is unavailable. please ensure safety during the flight.",52,"Ambient Light too Weak, Vision Positioning is unavailable. please ensure safety during the flight."
502,"Ambient Light too Weak, obstacle sensing is unavailable. please ensure safety during the flight.",52,"Ambient Light too Weak, obstacle sensing is unavailable. please ensure safety during the flight."
503,"Ambient Light too Weak, Backward obstacle sensing is unavailable. please ensure safety during the flight.",52,"Ambient Light too Weak, Backward obstacle sensing is unavailable. please ensure safety during the flight."
504,"Ambient Light too Weak, Vision Positioning is unavailable. please ensure safety during the flight.",52,"Ambient Light too Weak, Vision Positioning is unavailable. please ensure safety during the flight."
505,"Ambient Light too Weak, Forward obstacle sensing is unavailable. please ensure safety during the flight.",52,"Ambient Light too Weak, Forward obstacle sensing is unavailable. please ensure safety during the flight."
506,Taking Off.,162,Taking Off.
507,Taking Off.,162,Taking Off.
508,Taking Off.,162,Taking Off.
509,Taking Off.,162,Taking Off.
510,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
511,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
512,Camera Settings Adjusted to ActiveTrack,45,Camera Settings Adjusted to ActiveTrack
513,Your palm is too far away from the aircraft. Please step closer.,552,Your palm is too far away from the aircraft. Please step closer.
514,Your palm is too far away from the aircraft. Please step closer.,552,Your palm is too far away from the aircraft. Please step closer.
515,Your palm is too close to the aircraft. Please step farther away.,140,Your palm is too close to the aircraft. Please step farther away.
516,PalmControl in Process,279,PalmControl in Process
517,PalmControl in Process,279,PalmControl in Process
518,Your palm is too close to the aircraft. Please step farther away.,140,Your palm is too close to the aircraft. Please step farther away.
519,Your palm is too far away from the aircraft. Please step closer.,552,Your palm is too far away from the aircraft. Please step closer.
520,Your palm is too close to the aircraft. Please step farther away.,140,Your palm is too close to the aircraft. Please step farther away.
521,PalmControl in Process,279,PalmControl in Process
522,PalmControl in Process,279,PalmControl in Process
523,PalmControl in Process,279,PalmControl in Process
524,PalmControl in Process,279,PalmControl in Process
525,Camera Settings Adjusted to ActiveTrack,45,Camera Settings Adjusted to ActiveTrack
526,Drag a box around or tap a target on screen. Then tap Go.,293,Drag a box around or tap a target on screen. Then tap Go.
527,Camera Settings Adjusted to ActiveTrack,45,Camera Settings Adjusted to ActiveTrack
528,Drag a box around or tap a target on screen. Then tap Go.,293,Drag a box around or tap a target on screen. Then tap Go.
529,Cannot Identify Subject,223,Cannot Identify Subject
530,Taking Off.,162,Taking Off.
531,Taking Off.,162,Taking Off.
532,Compass Interference. Temp Max Altitude : 98ft,72,Compass Interference. Temp Max Altitude : 98ft
533,Taking Off.,162,Taking Off.
534,Taking Off.,162,Taking Off.
535,Taking Off.,162,Taking Off.
536,Taking Off.,162,Taking Off.
537,Taking Off.,162,Taking Off.
538,Taking Off.,162,Taking Off.
539,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
540,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
541,Obstacle Avoidance will be disabled in landing.,444,Obstacle Avoidance will be disabled in landing.
542,Taking Off.,162,Taking Off.
543,Taking Off.,162,Taking Off.
544,Home Point Recorded. RTH Altitude : 30m.,12,Home Point Recorded. RTH Altitude : 30m.
545,Obstacle Avoided. Revise Flight Route,122,Obstacle Avoided. Revise Flight Route
546,Take off and retry this function.,494,Take off and retry this function.
547,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
548,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
549,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
550,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
551,Battery temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.,139,Battery temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.
552,Return-to-Home Altitude : 65FT,95,Return-to-Home Altitude : 65FT
553,Taking Off.,162,Taking Off.
554,Landing Gear Raising.,508,Landing Gear Raising.
555,Landing Gear Raised.,124,Landing Gear Raised.
556,Landing.,280,Landing.
557,Landing Gear Lowering.,507,Landing Gear Lowering.
558,Landing Gear Lowered.,146,Landing Gear Lowered.
559,Data Recorder File Index is 13.,109,Data Recorder File Index is 13.
560,Battery temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.,139,Battery temperature is below 15 degrees Celsius. Warm up the battery temperature to above 25 degree Celsius to ensure a safe flight.
561,RTH Altitude : 65FT.,115,RTH Altitude : 65FT.
562,Taking off.,162,Taking off.
563,Landing Gear Raising.,508,Landing Gear Raising.
564,Landing Gear Raised.,124,Landing Gear Raised.
565,Landing.,280,Landing.
566,Landing Gear Lowering.,507,Landing Gear Lowering.
567,Landing Gear Lowered.,146,Landing Gear Lowered.
568,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
569,Home Point Recorded.,57,Home Point Recorded.
570,Home Point Recorded.,57,Home Point Recorded.
571,Return-to-Home Altitude : 65FT,95,Return-to-Home Altitude : 65FT
572,Landing Gear Raising.,508,Landing Gear Raising.
573,Landing Gear Raised.,124,Landing Gear Raised.
574,Landing Gear Lowering.,507,Landing Gear Lowering.
575,Landing Gear Lowered.,146,Landing Gear Lowered.
576,Landing Gear Raising.,508,Landing Gear Raising.
577,Landing Gear Paused.,210,Landing Gear Paused.
578,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
579,Data Recorder File Index is 21.,109,Data Recorder File Index is 21.
580,Home Point Recorded.,57,Home Point Recorded.
581,Home Point Updated.,166,Home Point Updated.
582,RTH Altitude : 65FT.,115,RTH Altitude : 65FT.
583,Landing Gear Raising.,508,Landing Gear Raising.
584,Landing Gear Raised.,124,Landing Gear Raised.
585,Downlink Lost.,120,Downlink Lost.
586,Landing Gear Lowering.,507,Landing Gear Lowering.
587,Landing Gear Lowered.,146,Landing Gear Lowered.
588,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
589,Home Point Recorded.,57,Home Point Recorded.
590,Home Point Recorded.,57,Home Point Recorded.
591,Landing Gear Raising.,508,Landing Gear Raising.
592,Landing Gear Raised.,124,Landing Gear Raised.
593,Landing Gear Lowering.,507,Landing Gear Lowering.
594,Landing Gear Lowered.,146,Landing Gear Lowered.
595,Landing Gear Raising.,508,Landing Gear Raising.
596,Landing Gear Paused.,210,Landing Gear Paused.
597,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution.",265,"Aircraft is in Attitude mode, so that it will not hover. Please fly with caution."
598,Landing Gear Raising.,508,Landing Gear Raising.
599,Landing Gear Raised.,124,Landing Gear Raised.
600,Command Timeout,119,Command Timeout
601,Low Power. Aircraft is returning to the Home Point.,133,Low Power. Aircraft is returning to the Home Point.
602,Low Power. Aircraft is returning to the Home Point.,133,Low Power. Aircraft is returning to the Home Point.
603,Landing Gear Lowering.,507,Landing Gear Lowering.
604,Landing Gear Lowered.,146,Landing Gear Lowered.
605,Landing Gear Raising.,508,Landing Gear Raising.
606,Landing Gear Raised.,124,Landing Gear Raised.
607,Command Timeout,119,Command Timeout
608,Low Power. Aircraft is returning to the Home Point.,133,Low Power. Aircraft is returning to the Home Point.
609,Low Power. Aircraft is returning to the Home Point.,133,Low Power. Aircraft is returning to the Home Point.
610,Landing Gear Lowering.,507,Landing Gear Lowering.
611,Landing Gear Lowered.,146,Landing Gear Lowered.
612,Data Recorder File Index is 8.,109,Data Recorder File Index is 8.
613,Home Point Updated.,166,Home Point Updated.
614,Exited Visual Avoidance System.,3,Exited Visual Avoidance System.
615,Motors Started.,549,Motors Started.
616,Landing Gear Raising.,508,Landing Gear Raising.
617,Landing Gear Raised.,124,Landing Gear Raised.
618,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.,74,Aircraft is returning to the Home Point. Minimum RTH Altitude is 30m. You can reset the RTH Altitude in Remote Controller Settings after cancelling RTH if necessary.
619,Landing Gear Lowering.,507,Landing Gear Lowering.
620,Landing Gear Lowered.,146,Landing Gear Lowered.
621,Strong wireless interference. Please fly with caution. Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,418,Strong wireless interference. Please fly with caution. Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.
622,GPS Position Mismatch.,188,GPS Position Mismatch.
623,GPS Position Mismatch.,188,GPS Position Mismatch.
624,GPS Position Mismatch.,188,GPS Position Mismatch.
625,GPS Position Mismatch.,188,GPS Position Mismatch.
626,GPS Position Mismatch.,188,GPS Position Mismatch.
627,GPS Position Mismatch.,188,GPS Position Mismatch.
628,GPS Position Mismatch.,188,GPS Position Mismatch.
629,GPS Position Mismatch.,188,GPS Position Mismatch.
630,GPS Position Mismatch.,188,GPS Position Mismatch.
631,GPS Position Mismatch.,188,GPS Position Mismatch.
632,GPS Position Mismatch.,188,GPS Position Mismatch.
633,GPS Position Mismatch.,188,GPS Position Mismatch.
634,GPS Position Mismatch.,188,GPS Position Mismatch.
635,GPS Position Mismatch.,188,GPS Position Mismatch.
636,GPS Position Mismatch.,188,GPS Position Mismatch.
637,GPS Position Mismatch.,188,GPS Position Mismatch.
638,GPS Position Mismatch.,188,GPS Position Mismatch.
639,GPS Position Mismatch.,188,GPS Position Mismatch.
640,GPS Position Mismatch.,188,GPS Position Mismatch.
641,GPS Position Mismatch.,188,GPS Position Mismatch.
642,GPS Position Mismatch.,188,GPS Position Mismatch.
643,GPS Position Mismatch.,188,GPS Position Mismatch.
644,GPS Position Mismatch.,188,GPS Position Mismatch.
645,GPS Position Mismatch.,188,GPS Position Mismatch.
646,GPS Position Mismatch.,188,GPS Position Mismatch.
647,GPS Position Mismatch.,188,GPS Position Mismatch.
648,GPS Position Mismatch.,188,GPS Position Mismatch.
649,GPS Position Mismatch.,188,GPS Position Mismatch.
650,GPS Position Mismatch.,188,GPS Position Mismatch.
651,GPS Position Mismatch.,188,GPS Position Mismatch.
652,GPS Position Mismatch.,188,GPS Position Mismatch.
653,GPS Position Mismatch.,188,GPS Position Mismatch.
654,Strong wireless interference. Please fly with caution.,445,Strong wireless interference. Please fly with caution.
655,GPS Position Mismatch.,188,GPS Position Mismatch.
656,GPS Position Mismatch.,188,GPS Position Mismatch.
657,GPS Position Mismatch.,188,GPS Position Mismatch.
658,GPS Position Mismatch.,188,GPS Position Mismatch.
659,GPS Position Mismatch.,188,GPS Position Mismatch.
660,GPS Position Mismatch.,188,GPS Position Mismatch.
661,GPS Position Mismatch.,188,GPS Position Mismatch.
662,GPS Position Mismatch.,188,GPS Position Mismatch.
663,Strong wireless interference. Please fly with caution.,445,Strong wireless interference. Please fly with caution.
664,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,89,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.
665,Data Recorder File Index is 8.,109,Data Recorder File Index is 8.
666,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.,89,Obstacle Avoidance Disabled. Landing gear lowered. Obstacle Avoidance Disabled.
667,Strong wireless interference. Please fly with caution.,445,Strong wireless interference. Please fly with caution.
668,Strong wireless interference. Please fly with caution.,445,Strong wireless interference. Please fly with caution.
669,Obstacle Avoidance Disabled.,149,Obstacle Avoidance Disabled.
670,Landing gear lowered. Obstacle Avoidance Disabled.,89,Landing gear lowered. Obstacle Avoidance Disabled.
671,Landing Gear Raising.,508,Landing Gear Raising.
672,Landing Gear Raised.,124,Landing Gear Raised.
673,Motors Started.,549,Motors Started.
674,Strong wireless interference. Please fly with caution.,445,Strong wireless interference. Please fly with caution.
675,Strong wireless interference. Please fly with caution.,445,Strong wireless interference. Please fly with caution.
